id,titulo,nota,tipo de nota,diretor,generos
5292,Refém,6.3,0 a 10,Florent-Emilio Siri,"Ação, Thriller, Crime"
5295,Os Três Mosqueteiros,6.387,0 a 10,Stephen Herek,"Ação, Aventura, Comédia"
5322,A Chamada,6.273,0 a 10,Greg Marcks,"Ação, Thriller"
5349,"Amor, Sublime Amor",7.259,0 a 10,Jerome Robbins,"Crime, Drama, Romance"
5355,Contagem Regressiva,6.203,0 a 10,Stephen Hopkins,Ação
5367,Substitutos,5.861,0 a 10,April Mullen,"Ficção científica, Thriller"
5411,Babel,7.18,0 a 10,Alejandro González Iñárritu,Drama
5429,Doze é Demais,6.42,0 a 10,Gail Lerner,"Família, Comédia"
5442,Xeque-Mate,7.479,0 a 10,Paul McGuigan,"Drama, Thriller, Crime, Mistério"
5448,Asteroid City,6.49,0 a 10,Wes Anderson,"Comédia, Drama"
5455,O Rei,7.154,0 a 10,David Michôd,"Drama, História, Guerra"
5470,Klaus,8.237,0 a 10,Sergio Pablos,"Animação, Família, Aventura, Comédia, Fantasia"
5472,Um Lugar Chamado Notting Hill,7.258,0 a 10,Roger Michell,"Romance, Comédia"
5481,O Guarda-Costas,6.69,0 a 10,Mick Jackson,"Ação, Drama, Romance"
5502,Desejo e Reparação,7.647,0 a 10,Joe Wright,"Drama, Romance"
5511,Caminhos Perigosos,7.082,0 a 10,Martin Scorsese,"Drama, Crime"
5526,O Fantasma da Ópera,7.255,0 a 10,Joel Schumacher,"Thriller, Drama, Romance"
5527,Caçados,5.858,0 a 10,Darrell James Roodt,"Aventura, Terror, Thriller"
5545,John Wick: Capítulo 5,0.0,0 a 10,Diretor não encontrado,"Ação, Crime, Thriller"
5567,Fora de Controle,5.42,0 a 10,Barry Levinson,"Comédia, Drama"
5576,Dia dos Mortos,7.037,0 a 10,George A. Romero,"Terror, Drama, Mistério"
5622,Amargo Reencontro,4.8,0 a 10,Robert Angelo,"Drama, Thriller"
5623,Close,7.8,0 a 10,Lukas Dhont,Drama
5639,Emma,7.045,0 a 10,Autumn de Wilde,"Comédia, Romance"
5641,A Múmia,6.8,0 a 10,Karl Freund,"Terror, Drama, Fantasia"
5646,O Reencontro,6.84,0 a 10,Lawrence Kasdan,"Comédia, Drama"
5658,Os Vingadores,4.398,0 a 10,Jeremiah S. Chechik,"Ação, Aventura, Thriller, Ficção científica, Comédia"
5678,O Corcunda de Notre Dame,6.6,0 a 10,Jean Delannoy,"Drama, História, Terror"
5691,A Menina que Roubava Livros,7.488,0 a 10,Brian Percival,Drama
5702,Violência Gratuita,6.555,0 a 10,Michael Haneke,"Thriller, Terror"
5716,Escape Room,6.543,0 a 10,Adam Robitel,"Terror, Thriller, Mistério"
5718,A Garota da Capa Vermelha,5.975,0 a 10,Catherine Hardwicke,"Thriller, Drama, Fantasia, Mistério, Terror"
5737,O Salário do Medo,8.04,0 a 10,Henri-Georges Clouzot,"Drama, Thriller, Aventura"
5757,O Exorcista: O Início,5.419,0 a 10,Renny Harlin,"Terror, Mistério, Thriller"
5797,A Mulher de Preto,6.135,0 a 10,James Watkins,"Drama, Terror, Thriller"
5805,A Teoria de Tudo,7.853,0 a 10,James Marsh,"Drama, Romance"
5808,Psicose,5.14,0 a 10,Gus Van Sant,"Terror, Mistério, Thriller"
5829,O Escritor Fantasma,6.8,0 a 10,Roman Polanski,"Thriller, Mistério"
5847,Nomadland,7.207,0 a 10,Chloé Zhao,Drama
5876,As Panteras,6.443,0 a 10,Elizabeth Banks,"Ação, Aventura, Comédia"
5882,Noite do Terror,5.45,0 a 10,Gregory Dark,"Terror, Thriller"
5887,Os Três Mosqueteiros,5.802,0 a 10,Paul W. S. Anderson,"Aventura, Ação, Thriller"
5907,12 Homens e uma Sentença,7.645,0 a 10,William Friedkin,"Drama, Cinema TV"
5916,Capitão Fantástico,7.908,0 a 10,Matt Ross,"Aventura, Drama"
5943,O Lutador,7.53,0 a 10,Darren Aronofsky,"Drama, Romance"
5951,O Grande Desafio,6.34,0 a 10,Vincent Kok,"Aventura, Ação, Comédia, Romance"
5958,Peter Pan,6.0,0 a 10,Joe Wright,"Fantasia, Aventura, Família, Ação"
5975,No Olho do Tornado,6.057,0 a 10,Steven Quale,"Ação, Thriller"
6017,Noite do Terror,6.916,0 a 10,Bob Clark,"Terror, Mistério, Thriller"
6020,Animal,5.118,0 a 10,Luke Greenfield,Comédia
6038,A Bailarina,7.183,0 a 10,Eric Summer,"Animação, Aventura, Comédia, Família"
6039,Lolita,7.3,0 a 10,Stanley Kubrick,"Drama, Comédia, Romance"
6055,O Apocalipse,4.232,0 a 10,Vic Armstrong,"Thriller, Ação, Ficção científica"
6074,O Orfanato,7.23,0 a 10,J. A. Bayona,"Terror, Drama, Thriller"
6087,O Vingador do Futuro,6.016,0 a 10,Len Wiseman,"Ação, Ficção científica, Thriller"
6117,O Cavaleiro Solitário,7.156,0 a 10,Clint Eastwood,"Faroeste, Drama"
6135,A Proposta,7.0,0 a 10,John Hillcoat,"Ação, Aventura, Crime, Drama, Thriller, Faroeste"
6159,A Rainha,6.962,0 a 10,Stephen Frears,"Drama, História"
6182,A Grande Jogada,7.147,0 a 10,Aaron Sorkin,"Drama, Crime"
6196,A Múmia,6.7,0 a 10,Terence Fisher,Terror
6251,Inferno,6.072,0 a 10,Ron Howard,"Mistério, Thriller, Ação"
6282,Obsessão,6.4,0 a 10,Antoinette Beumer,"Romance, Thriller"
6308,A Última Ceia,6.8,0 a 10,Marc Forster,"Drama, Romance"
6318,A Troca,7.599,0 a 10,Clint Eastwood,"Crime, Drama, Mistério"
6370,Hellraiser: Renascido do Inferno,6.88,0 a 10,Clive Barker,"Terror, Thriller, Fantasia"
6389,A Cor Púrpura,7.098,0 a 10,Blitz Bazawule,Drama
6407,O Mistério de Grace,5.4,0 a 10,Paul Solet,"Terror, Thriller"
6425,Coração de Fogo,7.213,0 a 10,Indar Dzhendubaev,"Fantasia, Romance"
6438,O Protetor,7.1,0 a 10,Prachya Pinkaew,"Ação, Crime, Drama, Thriller"
6440,Os Inocentes,6.922,0 a 10,Eskil Vogt,"Terror, Drama, Fantasia"
6450,Metrópolis,7.113,0 a 10,Rintaro,"Animação, Ficção científica"
6451,Ataque dos Cães,6.781,0 a 10,Jane Campion,"Drama, Faroeste"
6480,O Protetor 2,6.135,0 a 10,Prachya Pinkaew,Ação
6488,Sabrina,7.516,0 a 10,Billy Wilder,"Comédia, Romance, Drama"
6490,Grandes Esperanças,6.6,0 a 10,Alfonso Cuarón,"Comédia, Drama, Romance"
6518,A Dama e o Vagabundo,7.219,0 a 10,Charlie Bean,"Família, Romance, Comédia"
6537,O Homem das Cavernas,6.5,0 a 10,Carl Gottlieb,"Comédia, Aventura"
6544,Possessão,6.045,0 a 10,Ole Bornedal,"Terror, Thriller, Drama"
6553,O Morro dos Ventos Uivantes,6.6,0 a 10,Peter Kosminsky,"Drama, Romance"
6586,Licorice Pizza,6.977,0 a 10,Paul Thomas Anderson,"Drama, Comédia, Romance"
6590,Venom,5.464,0 a 10,Jim Gillespie,"Terror, Thriller"
6610,Vingança,5.5,0 a 10,Walter Hill,"Ação, Crime, Thriller"
6613,A Menina e o Porquinho,6.207,0 a 10,Gary Winick,"Comédia, Família, Fantasia"
6626,A Coisa,5.917,0 a 10,Larry Cohen,"Terror, Ficção científica, Comédia"
6632,Medidas Extremas,6.0,0 a 10,Michael Apted,"Drama, Thriller"
6642,O Chamado,7.1,0 a 10,Hideo Nakata,"Terror, Thriller"
6681,Nosferatu,7.7,0 a 10,F. W. Murnau,Terror
6691,Brinquedo Assassino,5.96,0 a 10,Lars Klevberg,"Terror, Thriller"
6741,Violência Gratuita,7.315,0 a 10,Michael Haneke,"Drama, Terror, Thriller"
6743,Fora de Controle,6.26,0 a 10,Roger Michell,"Thriller, Ação, Drama"
6793,O Inquilino,7.6,0 a 10,Roman Polanski,"Thriller, Terror, Mistério"
6817,Sabotagem,5.588,0 a 10,David Ayer,"Ação, Drama, Thriller, Crime"
6839,Vingança Fatal,6.095,0 a 10,Jared Cohn,"Ação, Crime"
6842,Amanhecer Violento,5.702,0 a 10,Dan Bradley,"Ação, Thriller"
6856,O Lobisomem,5.864,0 a 10,Joe Johnston,"Terror, Thriller"
6859,Argo,7.3,0 a 10,Ben Affleck,"Drama, Thriller"
6884,O Homem que Sabia Demais,7.5,0 a 10,Alfred Hitchcock,"Thriller, Mistério"
6919,Laura,7.6,0 a 10,Otto Preminger,"Drama, Mistério"
6982,Chamas da Vingança,6.306,0 a 10,Mark L. Lester,"Terror, Thriller, Ficção científica"
6985,Calladita,5.889,0 a 10,Miguel Faus,"Drama, Comédia"
6990,O Homem Bicentenário,7.251,0 a 10,Chris Columbus,"Ficção científica, Drama"
6999,Sabrina,6.173,0 a 10,Sydney Pollack,"Comédia, Romance"
7008,O Pacto dos Lobos,6.723,0 a 10,Christophe Gans,"Aventura, Terror, Ação, História"
7016,Demolição,6.8,0 a 10,Jean-Marc Vallée,"Comédia, Drama"
7035,Os Assassinos,7.3,0 a 10,Robert Siodmak,"Crime, Mistério, Thriller"
7046,O Conde de Monte Cristo,6.691,0 a 10,David Greene,"Aventura, Ação, Drama, História, Cinema TV"
7049,默杀,8.5,0 a 10,Boon-lip Quah,"Crime, Thriller"
7063,Carrie: A Estranha,6.057,0 a 10,David Carson,"Terror, Drama, Cinema TV"
7071,Vingança Fatal,6.306,0 a 10,Ernie Barbarash,"Aventura, Ação"
7089,O Lado Bom da Vida,7.139,0 a 10,David O. Russell,"Drama, Comédia, Romance"
7090,Vingança,6.6,0 a 10,Johnnie To,"Thriller, Ação, Crime"
7143,A Pantera Cor-de-Rosa,6.895,0 a 10,Blake Edwards,"Comédia, Crime"
7151,Vício Frenético,7.007,0 a 10,Abel Ferrara,"Crime, Drama"
7216,Sob o Domínio do Mal,6.5,0 a 10,Jonathan Demme,"Drama, Thriller, Mistério"
7218,Olhos de Gato,6.762,0 a 10,Lewis Teague,"Terror, Thriller"
7228,O Retrato de Dorian Gray,7.119,0 a 10,Albert Lewin,"Drama, Terror, Fantasia"
7240,O Justiceiro,5.741,0 a 10,Mark Goldblatt,"Ação, Crime, Drama"
7255,O Rei e Eu,7.1,0 a 10,Walter Lang,"Drama, Romance, Aventura"
7256,A Maldição,5.915,0 a 10,Tom Holland,"Fantasia, Terror"
7267,O Fantasma da Ópera,6.2,0 a 10,Arthur Lubin,"Terror, Romance, Drama"
7286,A Cor Púrpura,7.753,0 a 10,Steven Spielberg,"Drama, História"
7301,O Espadachim,7.498,0 a 10,Choi Jae-hoon,"Ação, Drama, História"
7316,O Fim da Escuridão,6.349,0 a 10,Martin Campbell,"Crime, Drama, Mistério, Thriller"
7331,A Máquina do Tempo,6.248,0 a 10,Simon Wells,"Ficção científica, Aventura, Ação"
7346,Fahrenheit 451,7.1,0 a 10,François Truffaut,"Drama, Ficção científica"
7368,Coração de Dragão,6.814,0 a 10,Sammo Hung,"Ação, Comédia, Crime, Drama, Thriller"
7383,Fallen,6.119,0 a 10,Scott Hicks,"Drama, Fantasia, Romance"
7395,Nosferatu,0.0,0 a 10,Robert Eggers,"Drama, Fantasia, Terror"
7396,Até o Limite da Honra,6.5,0 a 10,Ridley Scott,"Ação, Drama"
7404,O Lobisomem,7.0,0 a 10,George Waggner,"Terror, Drama"
7410,Duelo de Titãs,7.629,0 a 10,Boaz Yakin,Drama
7423,Obsessão,5.545,0 a 10,Lee Daniels,"Thriller, Drama, Mistério"
7429,Mansão da Morte,6.603,0 a 10,Mario Bava,"Terror, Thriller"
7448,Tom & Jerry: O Filme,6.327,0 a 10,Phil Roman,"Animação, Comédia, Família, Música"
7449,King Richard: Criando Campeãs,7.658,0 a 10,Reinaldo Marcus Green,"Drama, História"
7453,Spotlight: Segredos Revelados,7.818,0 a 10,Tom McCarthy,"Drama, História"
7457,Emmanuelle,0.0,0 a 10,Audrey Diwan,"Drama, Romance"
7460,O Professor Aloprado,6.548,0 a 10,Jerry Lewis,"Comédia, Ficção científica, Romance"
7465,Invencível,7.437,0 a 10,Angelina Jolie,"Drama, Guerra"
7490,O Paciente Inglês,7.2,0 a 10,Anthony Minghella,"Drama, Romance, Guerra"
7495,A Grande Beleza,7.511,0 a 10,Paolo Sorrentino,Drama
7496,Ben-Hur,5.738,0 a 10,Timur Bekmambetov,"Ação, História, Aventura, Drama"
7505,Terremoto,6.748,0 a 10,John Andreas Andersen,"Ação, Drama, Thriller"
7515,A Invenção de Hugo Cabret,7.177,0 a 10,Martin Scorsese,"Aventura, Drama, Família"
7544,O Grande Mestre,6.607,0 a 10,Wong Kar-wai,"Ação, Drama, História"
7547,Fogo Contra Fogo,5.7,0 a 10,David Barrett,"Ação, Crime, Drama, Thriller"
7551,Billy Elliot,7.596,0 a 10,Stephen Daldry,"Drama, Comédia, Música"
7568,Círculo de Fogo,7.416,0 a 10,Jean-Jacques Annaud,"Drama, Guerra, História, Romance"
7574,A Favorita,7.516,0 a 10,Yorgos Lanthimos,"Drama, Comédia, Thriller, História"
7590,A Sangue Frio,6.299,0 a 10,Christopher McQuarrie,"Ação, Crime, Drama, Thriller"
7597,Golpe Baixo,6.723,0 a 10,Robert Aldrich,"Comédia, Drama"
7606,A Isca,5.7,0 a 10,Kimble Rendall,Terror
7626,Shaft,6.549,0 a 10,Tim Story,"Ação, Crime"
7652,O Grande Gatsby,6.321,0 a 10,Jack Clayton,"Drama, Romance"
7655,O Piano,7.4,0 a 10,Jane Campion,"Drama, Romance"
7670,O Espelho Tem Duas Faces,6.7,0 a 10,Barbra Streisand,"Comédia, Drama, Romance"
7674,O Pequeno Príncipe,7.61,0 a 10,Mark Osborne,"Aventura, Animação, Fantasia, Família"
7691,Os Muppets,6.7,0 a 10,James Bobin,"Comédia, Família, Música"
7730,A Estrada,7.008,0 a 10,John Hillcoat,"Aventura, Drama"
7739,O Professor Aloprado,5.633,0 a 10,Tom Shadyac,"Fantasia, Comédia, Romance, Ficção científica"
7782,O Beco do Pesadelo,6.993,0 a 10,Guillermo del Toro,"Crime, Drama, Thriller"
7783,Os Desajustados,6.9,0 a 10,John Huston,"Faroeste, Drama, Romance"
7798,Do Além,5.6,0 a 10,Phedon Papamichael,"Terror, Mistério, Thriller"
7814,Sob o Domínio do Mal,7.525,0 a 10,John Frankenheimer,"Thriller, Drama"
7837,Vingança,6.625,0 a 10,B.J. Novak,"Comédia, Mistério, Thriller"
7867,O Corpo,7.554,0 a 10,Oriol Paulo,"Thriller, Mistério"
7868,Doutor Estranho,6.8,0 a 10,Jay Oliva,"Ação, Animação, Fantasia, Ficção científica"
7881,A Megera Domada,6.9,0 a 10,Franco Zeffirelli,"Comédia, Romance"
7931,Os Reis da Rua,6.626,0 a 10,David Ayer,"Ação, Crime, Drama, Thriller"
7938,O Profissional,7.246,0 a 10,Georges Lautner,"Ação, Aventura, Thriller"
7943,A Máquina do Tempo,7.353,0 a 10,George Pal,"Thriller, Aventura, Fantasia, Ficção científica, Romance"
7971,O Homem das Cavernas,6.16,0 a 10,Nick Park,"Família, Comédia, Animação, Aventura"
7980,Paixão Sem Limites,5.8,0 a 10,David Mackenzie,"Drama, Thriller, Romance"
8000,Palm Springs,7.33,0 a 10,Max Barbakow,"Comédia, Romance, Ficção científica"
8035,A Grande Ilusão,6.9,0 a 10,Robert Rossen,Drama
8053,Branca de Neve,5.86,0 a 10,Caroline Thompson,"Aventura, Fantasia"
8097,Roma,7.652,0 a 10,Alfonso Cuarón,Drama
8098,Hellraiser: Renascido do Inferno,6.207,0 a 10,David Bruckner,"Terror, Mistério"
8139,Passageiros,6.076,0 a 10,Rodrigo García,"Drama, Mistério, Thriller, Romance"
8141,O Rei e Eu,5.414,0 a 10,Richard Rich,"Animação, Família, Música, Romance"
8290,O Espelho,7.976,0 a 10,Andrei Tarkovsky,"Drama, História"
8305,Drácula,6.779,0 a 10,George Melford,Terror
8320,Duelo de Titãs,7.0,0 a 10,John Sturges,Faroeste
8329,A Menina e o Porquinho,6.8,0 a 10,Iwao Takamoto,"Família, Música, Animação, Drama, Comédia"
8350,A Grande Ilusão,5.76,0 a 10,Steven Zaillian,"Drama, Thriller"
8362,Frida,6.722,0 a 10,Carla Gutierrez,Documentário
8369,Moulin Rouge,6.7,0 a 10,John Huston,Drama
8447,O Grande Mestre,7.759,0 a 10,Wilson Yip,"Drama, Ação, História"
8454,A Isca,5.7,0 a 10,Antoine Fuqua,"Ação, Thriller, Crime"
8460,O Jogador,5.4,0 a 10,Roel Reiné,"Ação, Thriller, Crime, Drama"
8474,Fúria,5.757,0 a 10,Jen Soska,"Ficção científica, Terror"
8477,O Mistério de Grace,4.9,0 a 10,Jeff Chan,"Thriller, Terror"
8482,O Amante,5.4,0 a 10,Richard Eyre,"Drama, Thriller, Mistério, Romance"
8498,Vestida para Casar,6.41,0 a 10,Anne Fletcher,"Comédia, Romance"
8499,Vestida para Casar,6.41,0 a 10,Anne Fletcher,"Comédia, Romance"
8579,Fallen,6.914,0 a 10,Mikael Salomon,"Cinema TV, Drama, Fantasia"
8586,Persuasão,7.083,0 a 10,Roger Michell,"Drama, Romance"
8588,Wicked,7.956,0 a 10,Taryn O'Neill,"Fantasia, Romance, Drama"
8607,Fahrenheit 451,5.417,0 a 10,Ramin Bahrani,"Drama, Ficção científica, Thriller"
8628,Horas de Desespero,7.0,0 a 10,William Wyler,"Crime, Thriller"
8630,Coração Selvagem,7.0,0 a 10,David Lynch,"Crime, Thriller, Romance"
8631,À Beira do Abismo,7.597,0 a 10,Howard Hawks,"Mistério, Crime, Thriller"
8641,O Inquilino,5.7,0 a 10,David Ondaatje,"Terror, Mistério, Thriller, Drama"
8691,Guerra dos Mundos,6.813,0 a 10,Byron Haskin,"Ficção científica, Ação"
8694,Lovelace,6.016,0 a 10,Rob Epstein,Drama
8749,A Fortaleza,5.789,0 a 10,James Cullen Bressack,"Ação, Thriller, Crime"
8808,Swingers,4.5,0 a 10,Javier Rodríguez Espinosa,Drama
8848,O Corvo,6.288,0 a 10,James McTeigue,"Crime, Thriller, Mistério"
8866,Vingança,6.501,0 a 10,Tony Scott,"Thriller, Romance, Drama"
8880,O Grande Desafio,7.2,0 a 10,Denzel Washington,Drama
8883,Persuasão,7.3,0 a 10,Adrian Shergold,"Drama, Romance, Cinema TV"
8884,A Invasão,5.986,0 a 10,David Twohy,"Ficção científica, Thriller, Terror"
8891,O Livro de Henry,7.526,0 a 10,Colin Trevorrow,"Drama, Crime, Thriller"
8900,Shaft,6.013,0 a 10,John Singleton,"Ação, Aventura, Crime, Thriller"
8904,O Grito,5.5,0 a 10,Nicolas Pesce,"Terror, Mistério"
8919,O Jardineiro Fiel,6.992,0 a 10,Fernando Meirelles,"Drama, Mistério, Thriller"
8922,A Invasão,4.608,0 a 10,Luke Sparke,"Ação, Ficção científica, Drama"
8996,Homem-Aranha,6.154,0 a 10,E.W. Swackhamer,"Ficção científica, Ação, Crime, Cinema TV"
9001,Anna Karenina,6.721,0 a 10,Joe Wright,"Drama, Romance, História"
9030,Bravura Indômita,7.307,0 a 10,Ethan Coen,"Drama, Aventura, Faroeste"
9046,O Jogador,7.196,0 a 10,Robert Altman,"Mistério, Drama, Thriller"
9055,Refém,5.71,0 a 10,Jerry Jameson,"Crime, Drama, Thriller"
9061,O Corpo,5.437,0 a 10,Jonas McCord,"Drama, Mistério, Romance, Thriller"
9074,O Homem que Sabia Demais,6.434,0 a 10,Alfred Hitchcock,"Thriller, Mistério"
9089,A Vida Secreta das Palavras,7.0,0 a 10,Isabel Coixet,"Romance, Drama"
9113,O Traidor,7.671,0 a 10,Marco Bellocchio,"Drama, Crime, Thriller"
9131,Moana,6.8,0 a 10,Alfredo Peyretti,"Drama, Cinema TV"
9204,O Inquilino,7.132,0 a 10,Alfred Hitchcock,"Crime, Thriller, Mistério"
9293,A Hora do Espanto 2,4.9,0 a 10,Eduardo Rodríguez,"Terror, Comédia"
9297,O Retrato de Dorian Gray,6.026,0 a 10,Oliver Parker,"Fantasia, Drama, Thriller"
9323,Feliz Natal,7.407,0 a 10,Christian Carion,"Drama, Guerra, Romance, História"
9344,Emma,6.66,0 a 10,Diarmuid Lawrence,"Comédia, Drama, Romance, Cinema TV"
9370,Alvo Duplo,5.589,0 a 10,Walter Hill,"Ação, Crime, Thriller"
9397,Os Pinguins do Papai,5.954,0 a 10,Mark Waters,"Comédia, Família"
9406,Dia dos Mortos,4.66,0 a 10,Hèctor Hernández Vicens,"Ação, Terror"
9443,A Cura,7.478,0 a 10,Kiyoshi Kurosawa,"Crime, Thriller, Terror, Mistério"
9463,"Amor, Sublime Amor",7.001,0 a 10,Steven Spielberg,"Drama, Romance, Crime"
9481,A Fortaleza,6.035,0 a 10,Stuart Gordon,"Ação, Thriller, Ficção científica"
9486,O Caçador de Pipas,7.322,0 a 10,Marc Forster,Drama
9497,Coração de Dragão,6.531,0 a 10,Rob Cohen,"Fantasia, Ação, Aventura, Drama"
9521,Anita,0.0,0 a 10,Raj Khosla,"Drama, Romance, Mistério, Terror"
9528,Sem Saída,6.722,0 a 10,Michael Cuesta,"Drama, Crime"
9551,Mulan,7.447,0 a 10,Jingle Ma Choh-Sing,"Aventura, Drama, Ação"
9601,O Pai da Noiva,6.463,0 a 10,Charles Shyer,"Comédia, Romance"
9622,A Troca,7.0,0 a 10,Peter Medak,Terror
9628,Os Desajustados,7.295,0 a 10,Bruce Robinson,"Comédia, Drama"
9631,Do Além,6.5,0 a 10,Stuart Gordon,"Terror, Ficção científica"
9656,Anna Karenina,6.058,0 a 10,Bernard Rose,"Drama, Romance"
9708,O Lado Escuro da Lua,3.5,0 a 10,Noah Luke,Ficção científica
9753,Frida,7.415,0 a 10,Julie Taymor,"Drama, Romance"
9812,Despedida em Las Vegas,7.272,0 a 10,Mike Figgis,"Drama, Romance"
9823,Dia dos Mortos,5.228,0 a 10,Steve Miner,"Ação, Terror, Ficção científica"
9868,A Sangue Frio,7.457,0 a 10,Richard Brooks,"Crime, Drama"
9912,Grandes Esperanças,6.406,0 a 10,Mike Newell,"Drama, Romance"
9928,Matador de Aluguel,6.715,0 a 10,Rowdy Herrington,"Ação, Thriller"
9932,O Matador,7.208,0 a 10,Henry King,Faroeste
9988,Adoráveis Mulheres,7.3,0 a 10,Gillian Armstrong,"Drama, Romance"
10033,Monstros,7.798,0 a 10,Tod Browning,"Drama, Terror"
10046,Orgulho e Preconceito,6.867,0 a 10,Robert Z. Leonard,"Drama, Romance"
10054,O Morro dos Ventos Uivantes,5.9,0 a 10,Andrea Arnold,"Drama, Romance"
10066,Terremoto,4.899,0 a 10,David Gidali,"Drama, Aventura, Ação"
10129,Branca de Neve,6.732,0 a 10,Toshiyuki Hiruma,"Animação, Drama, Família, Fantasia, Música, Romance"
10157,Depois do Apocalipse,5.838,0 a 10,Mathieu Turi,"Drama, Terror, Romance, Ficção científica"
10178,Os Assassinos,6.9,0 a 10,Don Siegel,"Crime, Mistério"
10182,O Vingador,6.078,0 a 10,F. Gary Gray,"Ação, Drama, Crime"
10232,Um Homem de Família,6.722,0 a 10,Mark Williams,Drama
10238,O Espadachim,6.96,0 a 10,Tsui Hark,"Ação, Aventura"
10240,Mansão da Morte,4.852,0 a 10,Carol Frank,"Terror, Comédia"
10246,Fúria,5.3,0 a 10,Paco Cabezas,"Ação, Crime, Thriller"
10261,O Corvo,6.53,0 a 10,Lew Landers,Terror
10263,Até o Limite da Honra,5.7,0 a 10,Bekbolat Shekerov,"Ação, Guerra"
10267,Alice no País das Maravilhas,6.3,0 a 10,Nick Willing,"Fantasia, Família"
10299,Porno,4.917,0 a 10,Homero Cirelli,Documentário
10322,Morte Súbita,5.974,0 a 10,Peter Hyams,"Ação, Drama, Thriller"
10332,O Reencontro,7.0,0 a 10,Rob Reiner,"Drama, Comédia"
10361,O Silêncio,6.585,0 a 10,Baran bo Odar,"Crime, Thriller, Drama"
10387,Escape Room,4.885,0 a 10,Peter Dukes,"Terror, Thriller, Fantasia"
10400,O Traidor,6.635,0 a 10,Jeffrey Nachmanoff,"Drama, Ação, Thriller, Crime"
10401,Invencível,7.0,0 a 10,Ericson Core,"Drama, História"
10409,Tabu,7.042,0 a 10,Miguel Gomes,"Drama, Romance"
10425,Emma,6.7,0 a 10,Douglas McGrath,"Romance, Comédia, Drama"
10491,Anita,5.142,0 a 10,Torgny Wickman,Drama
10513,A Megera Domada,5.4,0 a 10,Anna Wieczur,"Romance, Comédia"
10595,Desejo Proibido,6.546,0 a 10,Jane Anderson,"Romance, Drama"
10598,O Pai da Noiva,6.402,0 a 10,Gary Alazraki,"Romance, Comédia, Drama"
10749,Por Água Abaixo,6.318,0 a 10,David S. Ward,Comédia
10764,Medo,7.088,0 a 10,Gerald Kargl,"Thriller, Crime, Terror"
10775,Sem Saída,5.867,0 a 10,John Singleton,"Thriller, Ação, Mistério"
10777,Obsessão,6.578,0 a 10,Neil Jordan,"Mistério, Thriller, Terror"
10778,Vingança,6.078,0 a 10,Philippe Martinez,Ação
10827,O Silêncio,6.034,0 a 10,John R. Leonetti,"Terror, Drama, Thriller, Fantasia"
10885,Close,5.956,0 a 10,Vicky Jewson,"Ação, Aventura, Thriller"
10896,A Filha Perdida,6.537,0 a 10,Maggie Gyllenhaal,Drama
10905,Amargo Reencontro,6.9,0 a 10,Richard Linklater,Drama
10912,O Último Desafio,6.1,0 a 10,Kim Jee-woon,"Ação, Crime, Thriller"
10931,A Maldição da Casa Winchester,5.905,0 a 10,Peter Spierig,"Terror, Thriller"
11031,Sabotagem,6.67,0 a 10,Alfred Hitchcock,"Drama, Thriller, Crime"
11047,Persuasão,6.022,0 a 10,Carrie Cracknell,"Romance, Drama, Comédia"
