titulo,nota,tipo de nota,diretor,generos
Emanuelle e le porno notti nel mondo n. 2,5.1,0 a 10,Bruno Mattei,"Documentário, Drama, Fantasia"
Emanuelle e os Últimos Canibais,5.1,0 a 10,Joe D'Amato,"Aventura, Terror"
Emanuelle nera,4.9,0 a 10,Bitto Albertini,"Drama, Romance, Aventura"
Emboscada,5.393,0 a 10,Edward Drake,"Ação, Aventura, Thriller"
Embriagado de Amor,7.142,0 a 10,Paul Thomas Anderson,"Romance, Drama, Comédia"
Emilia Pérez,8.032,0 a 10,Jacques Audiard,"Drama, Thriller"
Emily,6.976,0 a 10,Frances O'Connor,"História, Drama, Romance"
"Emily, A Criminosa",6.689,0 a 10,John Patton Ford,"Crime, Drama, Thriller"
Emma,7.045,0 a 10,Autumn de Wilde,"Comédia, Romance"
Emma es Eddie: A Working Couple,5.5,0 a 10,Gábor Hörcher,"Documentário, Drama"
Emmanuelle,6.0,0 a 10,Just Jaeckin,"Drama, Romance"
Emmanuelle 2 - Antivirgem,5.7,0 a 10,Francis Giacobetti,"Drama, Romance"
Emmanuelle 6,4.1,0 a 10,Bruno Zincone,"Drama, Romance"
Emmanuelle Through Time: Emmanuelle's Supernatural Sexual Activity,5.2,0 a 10,Rolfe Kanefsky,"Comédia, Fantasia, Ficção científica"
Emmanuelle au 7ème ciel,5.1,0 a 10,Francis Leroi,"Drama, Ficção científica"
Emmanuelle in Space 4: Concealed Fantasy,5.6,0 a 10,Kevin Alber,"Ficção científica, Romance"
Emoji: O Filme,5.436,0 a 10,Tony Leondis,"Animação, Família, Comédia"
Empire Queen: The Golden Age of Magic,8.0,0 a 10,Chris Dane Owens,"Fantasia, Aventura"
Encaixotando Helena,5.1,0 a 10,Jennifer Lynch,"Drama, Romance, Thriller"
Encantada,6.821,0 a 10,Kevin Lima,"Comédia, Família, Fantasia, Romance"
Encanto,7.601,0 a 10,Byron Howard,"Animação, Comédia, Família, Fantasia"
Encanto no Hollywood Bowl,7.1,0 a 10,Chris Howe,"Música, Documentário"
Encontro Explosivo,6.216,0 a 10,James Mangold,"Ação, Comédia"
Encontro Marcado,7.34,0 a 10,Martin Brest,"Fantasia, Drama, Romance"
Encontro Secreto,4.4,0 a 10,Kari Skogland,Thriller
Encontro de Amor,6.1,0 a 10,Wayne Wang,"Comédia, Drama, Romance"
Encontro de Casais,5.554,0 a 10,Peter Billingsley,"Comédia, Romance"
Encontros e Desencontros,4.2,0 a 10, David Mamet,"Drama, Romance"
Encurralado,7.428,0 a 10,Steven Spielberg,"Ação, Thriller, Cinema TV"
Ender's Game: O Jogo do Exterminador,6.595,0 a 10,Gavin Hood,"Ficção científica, Ação, Aventura"
Endiabrado,6.058,0 a 10,Harold Ramis,"Fantasia, Comédia, Romance"
Energia Pura,6.987,0 a 10,Victor Salva,"Drama, Fantasia"
Enfeitiçados,0.0,0 a 10,Vicky Jenson,"Animação, Aventura, Comédia, Família, Fantasia"
Englemageren,5.394,0 a 10,Julie R. Ølgaard,"Mistério, Thriller, Crime, Terror"
Enigma,6.348,0 a 10,Michael Apted,"Mistério, Drama, Thriller, Romance, Guerra"
"Ennio, o Maestro",8.3,0 a 10,Giuseppe Tornatore,"Documentário, Música, História"
Enola Holmes,4.2,0 a 10, Harry Bradbeer,"Aventura, Mistério, Crime"
Enola Holmes 2,7.386,0 a 10,Harry Bradbeer,"Aventura, Mistério, Crime"
Enquanto Ela Está Fora,5.276,0 a 10,Susan Montford,"Drama, Terror, Thriller"
Enquanto Estivermos Juntos,7.613,0 a 10,Andrew Erwin,"Música, Drama, Romance"
Enquanto Você Dorme,5.088,0 a 10,Andrzej Sekula,Terror
Enquanto Você Dormia,7.0,0 a 10,Jon Turteltaub,"Romance, Comédia"
Enrolados,7.608,0 a 10,Byron Howard,"Animação, Família"
Enrolados Outra Vez: O Especial,6.813,0 a 10,Tom Caulfield,"Aventura, Animação, Comédia, Família, Fantasia, Cinema TV"
Enrolados para Sempre,7.137,0 a 10,Byron Howard,"Animação, Comédia, Ação, Família"
Enron: Os Mais Espertos da Sala,7.206,0 a 10,Alex Gibney,Documentário
Ensina-me a Viver,7.607,0 a 10,Hal Ashby,"Comédia, Drama, Romance"
Entergalactic,7.641,0 a 10,Fletcher Moules,"Animação, Romance, Música"
Entes Queridos,6.645,0 a 10,Sean Byrne,Terror
Entourage: Fama e Amizade,6.23,0 a 10,Doug Ellin,"Comédia, Drama"
Entrando Numa Fria,6.675,0 a 10,Jay Roach,"Comédia, Romance"
Entrando Numa Fria Maior Ainda,6.2,0 a 10,Jay Roach,"Comédia, Romance"
Entrando Numa Fria Maior Ainda com a Família,5.645,0 a 10,Paul Weitz,"Comédia, Romance"
Entre Armas e Brinquedos,5.538,0 a 10,Ian Nelms,"Ação, Comédia, Fantasia"
Entre Facas e Segredos,7.847,0 a 10,Rian Johnson,"Comédia, Crime, Mistério"
Entre Irmãos,7.3,0 a 10,Jim Sheridan,"Drama, Thriller, Guerra"
Entre Mundos,5.1,0 a 10,Maria Pulera,"Mistério, Thriller, Fantasia"
Entre Nesta Dança: Hip Hop no Pedaço,6.3,0 a 10,Chris Stokes,"Música, Drama"
Entre Quatro Paredes,6.918,0 a 10,Todd Field,"Drama, Thriller"
Entre Segredos e Mentiras,6.0,0 a 10,Andrew Jarecki,"Mistério, Thriller, Romance"
Entre primas se arrima,0.0,0 a 10,Omar Saldaña,
Entrega Especial,7.0,0 a 10,Park Dae-min,"Ação, Crime"
Entrega Mortal,6.095,0 a 10,Andrew Davis,"Crime, Thriller, Ação"
Entrevista com Deus,7.038,0 a 10,Perry Lang,"Drama, Mistério"
Entrevista com o Demônio,7.3,0 a 10,Cameron Cairnes,Terror
Entrevista com o Vampiro,7.388,0 a 10,Neil Jordan,"Terror, Drama, Fantasia"
Epidemia,6.551,0 a 10,Wolfgang Petersen,"Ação, Drama, Ficção científica, Thriller"
Era Uma Vez Dois Irmãos,7.12,0 a 10,Jean-Jacques Annaud,"Aventura, Drama, Família"
Era Uma Vez em Nova York,6.3,0 a 10,James Gray,"Drama, Romance"
Era Uma Vez em Tóquio,8.2,0 a 10,Yasujirō Ozu,Drama
Era Uma Vez em… Hollywood,7.44,0 a 10,Quentin Tarantino,"Comédia, Drama, Thriller"
Era Uma Vez na América,8.413,0 a 10,Sergio Leone,"Drama, Crime"
Era Uma Vez na China,7.1,0 a 10,Tsui Hark,"Ação, Drama"
Era Uma Vez na China 2,7.1,0 a 10,Tsui Hark,"Ação, Comédia"
Era Uma Vez na China 3,6.4,0 a 10,Tsui Hark,Ação
Era Uma Vez na China e na América,5.7,0 a 10,Sammo Hung,"Ação, Faroeste"
Era Uma Vez um Gênio,6.881,0 a 10,George Miller,"Drama, Fantasia, Romance"
Era Uma vez no México,6.297,0 a 10,Robert Rodriguez,"Ação, Drama, Mistério"
Era uma Vez em... Hollywood,4.6,0 a 10, Quentin Tarantino,"Comédia, Drama, Thriller"
Era uma Vez no Oeste,8.3,0 a 10,Sergio Leone,"Drama, Faroeste"
Era uma Vez um Boneco de Neve,6.94,0 a 10,Dan Abraham,"Animação, Família, Comédia, Fantasia"
Era uma Vez um Deadpool,7.094,0 a 10,David Leitch,"Comédia, Ação, Aventura"
Era uma Vez um Sonho,6.724,0 a 10,Ron Howard,Drama
Era uma vez um Estúdio,8.332,0 a 10,Trent Correy,"Animação, Família, Fantasia, Comédia"
Eragon,5.108,0 a 10,Stefen Fangmeier,"Fantasia, Ação, Aventura, Família"
Erin Brockovich: Uma Mulher de Talento,7.4,0 a 10,Steven Soderbergh,Drama
Ernesto e Celestine,7.8,0 a 10,Stéphane Aubier,"Animação, Comédia, Drama, Família, Aventura"
Erreplika,0.0,0 a 10,Pello Gutiérrez,Documentário
Erótica: Luz de Luna,5.825,0 a 10,Carlos Bolado,Drama
Es por su bien,7.184,0 a 10,Alfonso Pineda Ulloa,Comédia
Escaflowne: A Girl in Gaea,6.717,0 a 10,Kazuki Akane,"Animação, Aventura, Drama, Fantasia"
Escalado para Morrer,6.1,0 a 10,Clint Eastwood,"Ação, Aventura, Drama"
Escape,1.3,0 a 10,Howard J. Ford,"Thriller, Ação"
Escape Room,6.543,0 a 10,Adam Robitel,"Terror, Thriller, Mistério"
Escape Room 2: Tensão Máxima,6.56,0 a 10,Adam Robitel,"Terror, Thriller, Mistério"
Escape from Germany,5.1,0 a 10,T.C. Christensen,"História, Drama, Guerra"
Escobar: A Traição,6.3,0 a 10,Fernando León de Aranoa,"Crime, Drama"
Escobar: Paraíso Perdido,6.276,0 a 10,Andrea Di Stefano,"Thriller, Romance"
Escola da Morte,5.584,0 a 10,Crispian Mills,"Ação, Comédia, Fantasia, Terror"
Escola de Rock,7.082,0 a 10,Richard Linklater,"Comédia, Música"
Escondidos,6.884,0 a 10,Ross Duffer,"Thriller, Terror"
Escravas da Vaidade,6.711,0 a 10,Fruit Chan,Terror
Escravas do Desejo,6.299,0 a 10,Harry Kümel,"Drama, Terror, Thriller"
Escrito nas Estrelas,6.94,0 a 10,Peter Chelsom,"Comédia, Romance, Drama"
Escritores da Liberdade,7.918,0 a 10,Richard LaGravenese,"Crime, Drama"
Escritório Sob Ataque,5.537,0 a 10,Fred Wolmarans,"Ficção científica, Comédia"
Escuridão,5.768,0 a 10,John Fawcett,"Terror, Thriller, Mistério"
Escuridão Mortal,3.927,0 a 10,Richard Crudo,"Terror, Ação, Thriller, Ficção científica"
Ese mundo que no te da nada,0.0,0 a 10,Ernesto del Río,
Esfera,6.121,0 a 10,Barry Levinson,"Ficção científica, Mistério, Thriller, Terror"
Espanglês,6.0,0 a 10,James L. Brooks,Comédia
Espartalhões,4.047,0 a 10,Jason Friedberg,"Comédia, Fantasia"
Especialista em Crise,5.8,0 a 10,David Gordon Green,"Comédia, Drama"
"Espelho, Espelho Meu",5.9,0 a 10,Tarsem Singh,"Aventura, Comédia, Família, Fantasia"
Espelhos do Medo,6.28,0 a 10,Alexandre Aja,"Terror, Mistério"
Esperando o Sr. Guffman,6.985,0 a 10,Christopher Guest,"Comédia, Música"
Esperança,8.391,0 a 10,Lee Joon-ik,Drama
Espiral: O Legado de Jogos Mortais,5.976,0 a 10,Darren Lynn Bousman,"Terror, Mistério"
Esporte Sangrento,6.861,0 a 10,Sheldon Lettich,Ação
Esposa de Mentirinha,6.693,0 a 10,Dennis Dugan,"Comédia, Romance"
Esposa e Mãe,6.1,0 a 10,Abhinay Deo,"Ação, Thriller"
Espírito de Lobo,6.524,0 a 10,Jean-Jacques Annaud,"Aventura, Drama"
Espíritos Obscuros,6.243,0 a 10,Scott Cooper,"Drama, Terror, Mistério"
Espíritos: A Morte Esta Ao Seu Lado,7.289,0 a 10,Banjong Pisanthanakun,"Terror, Mistério, Thriller"
Esquadrão 6,6.342,0 a 10,Michael Bay,"Ação, Comédia, Thriller"
Esquadrão Classe A,6.4,0 a 10,Joe Carnahan,"Thriller, Ação, Aventura, Comédia, Crime"
Esquadrão Red Tails,6.554,0 a 10,Anthony Hemingway,"Drama, Ação, Aventura, História, Guerra"
Esquadrão Secreto,6.494,0 a 10,Ariel Schulman,"Ação, Aventura, Comédia, Ficção científica, Família"
Esquadrão Suicida,5.919,0 a 10,David Ayer,"Ação, Aventura, Fantasia"
Esquadrão Suicida: Acerto de Contas,7.099,0 a 10,Sam Liu,"Ficção científica, Ação, Animação"
Esquadrão de Elite,6.143,0 a 10,Randy Korompis,"Ação, Ficção científica"
Esquadrão de Elite: Home Run,6.425,0 a 10,Benjamin Rocher,"Ação, Thriller, Crime, Drama"
Esqueceram de Mim 2: Perdido em Nova York,6.743,0 a 10,Chris Columbus,"Comédia, Família, Aventura"
Esqueceram de Mim 3,5.272,0 a 10,Raja Gosnell,"Comédia, Família"
Esqueceram de Mim 4,4.506,0 a 10,Rod Daniel,"Comédia, Família, Cinema TV"
Esqueceram de Mim 5: Sozinho no Natal,5.2,0 a 10,Peter Hewitt,"Comédia, Família, Cinema TV"
"Esqueceram de Mim no Lar, Doce Lar",4.95,0 a 10,Dan Mazer,"Comédia, Crime, Família"
Esquema de Risco: Operação Fortune,6.508,0 a 10,Guy Ritchie,"Ação, Thriller, Comédia, Aventura"
Esquentando a Relação,6.844,0 a 10,Sean Garrity,"Comédia, Romance, Drama"
Essa Louca Juventude,7.226,0 a 10,Ayan Mukerji,"Romance, Comédia"
Essa Pequena é uma Parada,7.3,0 a 10,Peter Bogdanovich,"Comédia, Romance"
Essa é Minha Vida,6.66,0 a 10,Kevin Macdonald,"Drama, Ação, Thriller, Guerra"
Esse Obscuro Objeto do Desejo,7.4,0 a 10,Luis Buñuel,"Comédia, Drama, Romance"
Esses Maravilhosos Homens e suas Máquinas Voadoras,6.7,0 a 10,Ken Annakin,Comédia
Esta Terra é Minha Terra,6.821,0 a 10,Hal Ashby,"Música, Drama"
Estação Polar Zebra,6.2,0 a 10,John Sturges,"Ação, Aventura, Thriller"
Estação das Chuvas,6.5,0 a 10,Anthony Chen,"Drama, Romance"
Este é o Meu Garoto,5.808,0 a 10,Sean Anders,"Comédia, Drama"
Esto no es Hollywood (La historia inacabada de los hermanos Ibarretxe),0.0,0 a 10,Nere Falagan Martin,Documentário
Estou Pensando em Acabar com Tudo,6.57,0 a 10,Charlie Kaufman,"Drama, Fantasia, Mistério, Thriller"
Estrada Alucinante,6.382,0 a 10,Kevin Hooks,Ação
Estrada Perdida,7.568,0 a 10,David Lynch,"Drama, Thriller, Mistério"
Estrada Sem Lei,6.753,0 a 10,John Lee Hancock,"Crime, Drama, Thriller"
Estrada para Perdição,7.4,0 a 10,Sam Mendes,"Crime, Drama, Thriller"
Estranha Caravana,5.9,0 a 10,George Waggner,"Faroeste, Aventura"
Estranhos Prazeres,7.001,0 a 10,Kathryn Bigelow,"Crime, Drama, Ficção científica, Thriller"
Estranhos Vizinhos,5.7,0 a 10,John G. Avildsen,Comédia
Estrelas Além do Tempo,8.059,0 a 10,Theodore Melfi,"Drama, História"
Estrelas de Cinema Nunca Morrem,6.4,0 a 10,Paul McGuigan,"Romance, Drama"
Estrelas do Kung Fu,6.374,0 a 10,Sammo Hung,"Ação, Comédia"
Estritamente Confidencial,6.222,0 a 10,Damian Hurley,"Mistério, Thriller"
Estrondo na Escuridão,6.203,0 a 10,Parker Phillips,"Thriller, Ação"
Está Tudo Bem Comigo?,6.435,0 a 10,Tig Notaro,"Comédia, Romance, Drama"
Eternamente Jovem,6.483,0 a 10,Steve Miner,"Aventura, Fantasia, Drama, Ficção científica, Romance"
Eterno 831,4.8,0 a 10,Kenji Kamiyama,"Animação, Drama, Aventura, Ficção científica"
Eternos,6.86,0 a 10,Chloé Zhao,"Ficção científica, Ação, Aventura"
Eu Acredito,7.609,0 a 10,Juergen Peretzki,"Família, Drama"
Eu Ainda Estou Aqui,5.992,0 a 10,Casey Affleck,"Música, Comédia, Drama"
Eu Ainda Sei o Que Vocês Fizeram no Verão Passado,5.358,0 a 10,Danny Cannon,"Terror, Mistério, Thriller"
Eu Me Importo,6.606,0 a 10,J Blakeson,"Comédia, Crime, Thriller, Drama"
Eu Posso Ouvir o Oceano,6.401,0 a 10,Tomomi Mochizuki,"Animação, Drama, Romance"
Eu Queria Ter a Sua Vida,6.2,0 a 10,David Dobkin,Comédia
Eu Quero Comer seu Pâncreas,8.2,0 a 10,Shinichiro Ushijima,"Animação, Drama, Romance"
Eu Quero Ouvir a Sua Voz,6.3,0 a 10,Naoyuki Ito,"Animação, Drama, Fantasia"
Eu Sei o Que Vocês Fizeram no Verão Passado,5.958,0 a 10,Jim Gillespie,"Terror, Thriller, Mistério"
Eu Sempre Amei Você,7.5,0 a 10,Tetsuya Yanagisawa,"Animação, Drama, Romance"
Eu Sempre Vou Saber o Que Vocês Fizeram no Verão Passado,4.2,0 a 10,Sylvain White,Terror
Eu Sou a Fúria,5.536,0 a 10,Chuck Russell,"Ação, Crime, Drama, Thriller"
Eu Sou a Lenda,7.208,0 a 10,Francis Lawrence,"Drama, Ficção científica, Thriller"
Eu Sou o Número Quatro,6.179,0 a 10,D. J. Caruso,"Ação, Thriller, Ficção científica, Aventura"
Eu Sou: Celine Dion,7.907,0 a 10,Irene Taylor,"Documentário, Música"
Eu Só Posso Imaginar,7.505,0 a 10,Jon Erwin,"Música, Drama"
"Eu Te Amo, Beth Cooper",6.0,0 a 10,Chris Columbus,"Comédia, Romance"
"Eu Te Amo, Cara",6.562,0 a 10,John Hamburg,"Comédia, Romance"
Eu Vi o Brilho da TV,6.0,0 a 10,Jane Schoenbrun,"Drama, Terror"
Eu Vi o Diabo,7.802,0 a 10,Kim Jee-woon,"Thriller, Terror"
Eu os Declaro Marido... e Larry,6.045,0 a 10,Dennis Dugan,"Comédia, Romance"
"Eu, Capitão",7.836,0 a 10,Matteo Garrone,"Aventura, Drama"
"Eu, Christiane F. - 13 Anos, Drogada e Prostituída",7.3,0 a 10,Uli Edel,Drama
"Eu, Eu Mesmo & Irene",6.597,0 a 10,Peter Farrelly,Comédia
"Eu, Meu Irmão e Nossa Namorada",6.549,0 a 10,Peter Hedges,"Comédia, Romance, Drama"
"Eu, O Carrasco",7.25,0 a 10,Ryoo Seung-wan,"Ação, Crime, Comédia"
"Eu, Robô",6.951,0 a 10,Alex Proyas,"Ação, Ficção científica"
"Eu, Tonya",7.492,0 a 10,Craig Gillespie,"Drama, Comédia"
"Eu, Você e a Garota Que Vai Morrer",7.54,0 a 10,Alfonso Gomez-Rejon,"Drama, Comédia"
Euforia,6.3,0 a 10,Lisa Langseth,Drama
Eurotrip: Passaporte para a Confusão,6.6,0 a 10,Jeff Schaffer,Comédia
Eva,5.357,0 a 10,Jeffrey Hidalgo,"Drama, Romance"
Evangelion: 1.0 Você (Não) Está Sozinho,7.604,0 a 10,Kazuya Tsurumaki,"Animação, Ficção científica, Ação, Drama"
Evangelion: 2.0 Você (Não) Pode Avançar,7.799,0 a 10,Masayuki,"Animação, Ficção científica, Ação, Drama"
Evangelion: 3.0 Você (Não) Pode Refazer,7.219,0 a 10,Hideaki Anno,"Animação, Ficção científica, Ação, Drama"
Evangelion: 3.0+1.0 A Esperança,8.256,0 a 10,Kazuya Tsurumaki,"Animação, Ação, Ficção científica, Drama"
Evereste,6.821,0 a 10,Baltasar Kormákur,"Aventura, Drama, História"
Everly: Implacável e Perigosa,5.497,0 a 10,Joe Lynch,"Thriller, Ação"
Everything Everywhere All at Once,4.3,0 a 10, Daniel Kwan & Daniel Scheinert,"Ação, Aventura, Ficção científica"
Evidências de um Crime,6.1,0 a 10,Renny Harlin,"Crime, Thriller, Mistério"
Evil - Raízes do mal,7.265,0 a 10,Mikael Håfström,Drama
Evocando Espíritos,6.2,0 a 10,Peter Cornwell,"Thriller, Terror"
Evocando Espíritos 2,5.9,0 a 10,Tom Elkins,"Terror, Drama, Thriller"
Evolução,6.07,0 a 10,Ivan Reitman,"Comédia, Ficção científica, Ação"
Ex Machina,4.1,0 a 10, Alex Garland,"Drama, Ficção científica"
Ex_Machina: Instinto Artificial,7.572,0 a 10,Alex Garland,"Drama, Ficção científica"
Exame,6.706,0 a 10,Stuart Hazeldine,"Thriller, Mistério"
"Excalibur, a Espada do Poder",6.947,0 a 10,John Boorman,"Aventura, Fantasia"
Exhuma,7.655,0 a 10,Jang Jae-hyun,"Mistério, Terror, Thriller"
Exodus,6.6,0 a 10,Otto Preminger,"Drama, Guerra"
Exorcismo Sagrado,7.103,0 a 10,Alejandro Hidalgo,"Terror, Crime, Drama, Fantasia"
Exorcismos e Demônios,5.652,0 a 10,Xavier Gens,"Terror, Mistério, Thriller"
Exorcistas do Vaticano,5.3,0 a 10,Mark Neveldine,"Thriller, Terror"
Experimento Maldito,4.4,0 a 10,Larry Wade Carrell,"Terror, Ficção científica, Fantasia"
Expresso do Amanhã,6.906,0 a 10,Bong Joon Ho,"Ação, Ficção científica, Drama"
Expresso para o Inferno,6.907,0 a 10,Andrei Konchalovsky,"Ação, Thriller, Drama, Aventura"
Exterminador: Cavaleiros e Dragões,6.96,0 a 10,Sung Jin Ahn,"Animação, Ação, Aventura, Ficção científica"
Extermínio,7.224,0 a 10,Danny Boyle,"Terror, Thriller, Ficção científica"
Extermínio 2,6.605,0 a 10,Juan Carlos Fresnadillo,"Terror, Thriller, Ficção científica"
Extinção,6.326,0 a 10,Ben Young,"Ação, Drama, Ficção científica, Thriller"
Extraction Point,5.4,0 a 10,Franklin Correa,"Ficção científica, Ação, Thriller"
Extraordinário,8.133,0 a 10,Stephen Chbosky,"Drama, Família"
Extreme Job,7.077,0 a 10,Lee Byeong-heon,"Ação, Comédia, Crime"
Exército de Ladrões: Invasão da Europa,6.841,0 a 10,Matthias Schweighöfer,"Ação, Thriller, Crime, Comédia"
Exército do Amanhã,7.031,0 a 10,Ng Yuen-fai,"Drama, Ação, Ficção científica"
Exótica,6.644,0 a 10,Atom Egoyan,"Drama, Mistério"
F-Buddies,0.0,0 a 10,Sidney Zaid Pascua,Drama
FUBAR Vol. 1,6.4,0 a 10,Diretor não encontrado,"Documentário, Terror"
Face Norte,7.195,0 a 10,Philipp Stölzl,"Aventura, Drama, Ação, História, Thriller"
Faces da Morte,4.4,0 a 10,John Alan Schwartz,"Terror, Documentário"
Faces da Verdade,6.9,0 a 10,Rod Lurie,"Drama, Thriller"
Fahrenheit 11 de Setembro,7.086,0 a 10,Michael Moore,Documentário
Fahrenheit 451,7.1,0 a 10,François Truffaut,"Drama, Ficção científica"
Fahrenheit 9/11,7.2,0 a 10,Michael Moore,Documentário
Fairy Tail: Dragon Cry,6.6,0 a 10,Tatsuma Minamikawa,"Ação, Aventura, Comédia, Fantasia, Animação"
Falcão Negro em Perigo,7.384,0 a 10,Ridley Scott,"Ação, Guerra, História"
Falcão: O Campeão dos Campeões,6.397,0 a 10,Menahem Golan,"Ação, Drama"
Fale Comigo,7.154,0 a 10,Danny Philippou,Terror
Fall Guy,4.2,0 a 10,Joel Lamangan,Drama
Fallen,6.119,0 a 10,Scott Hicks,"Drama, Fantasia, Romance"
Falling Together,0.0,0 a 10,Mike Rohl,"Cinema TV, Drama, Romance"
Falsária,6.3,0 a 10,Mike Barker,"Comédia, Romance"
Familia Nacional,6.933,0 a 10,Marcelo Tobar,"Comédia, Ação"
Family Guy Presents: It's a Trap!,6.763,0 a 10,Peter Shin,"Animação, Comédia, Ficção científica, Cinema TV"
Família do Bagulho,6.829,0 a 10,Rawson Marshall Thurber,"Comédia, Crime"
Fanaa,6.726,0 a 10,Kunal Kohli,"Ação, Drama, Romance, Thriller"
Fantasia,7.355,0 a 10,Wilfred Jackson,"Animação, Família, Fantasia"
Fantasia 2000,6.98,0 a 10,James Algar,"Animação, Família, Música"
Fantasma 2,6.224,0 a 10,Don Coscarelli,"Ação, Terror, Ficção científica, Thriller"
Fantasma 4: O Pesadelo Continua,5.228,0 a 10,Don Coscarelli,"Terror, Ficção científica"
Fantasma e CIA,6.468,0 a 10,Christopher Landon,"Comédia, Fantasia, Terror"
Fantasmas de Marte,5.1,0 a 10,John Carpenter,"Ação, Terror, Ficção científica"
Fantômas,6.842,0 a 10,André Hunebelle,"Comédia, Crime, Aventura"
Farang,6.67,0 a 10,Xavier Gens,"Ação, Crime, Drama"
Farejando Vingança,6.425,0 a 10,John Stalberg Jr.,Ação
Fargo: Uma Comédia de Erros,7.86,0 a 10,Joel Coen,"Crime, Drama, Thriller"
Farinelli,6.6,0 a 10,Gérard Corbiau,"História, Drama, Música"
Farrapo Humano,7.6,0 a 10,Billy Wilder,Drama
Fast Charlie,6.205,0 a 10,Phillip Noyce,"Ação, Crime, Drama"
Fatal,6.3,0 a 10,Isabel Coixet,"Drama, Romance"
Fate/Stay Night: Unlimited Blade Works,7.1,0 a 10,Yuji Yamaguchi,"Ação, Fantasia, Animação"
Fate/strange Fake -Whispers of Dawn-,8.0,0 a 10,Shun Enokido,"Animação, Ação, Fantasia, Drama"
Favoriten,0.0,0 a 10,Ruth Beckermann,Documentário
"Faça Você Mesmo, Pato Donald",6.868,0 a 10,Mark Henn,"Animação, Comédia, Família"
Faça a Coisa Certa,7.76,0 a 10,Spike Lee,Drama
"Faça o Que Eu Digo, Não Faça o Que Eu Faço",6.479,0 a 10,David Wain,Comédia
Fear the Invisible Man,6.713,0 a 10,Paul Dudbridge,"Thriller, Terror, Ficção científica"
Federer: Doze Últimos Dias,7.625,0 a 10,Asif Kapadia,Documentário
Feed: O Terror está Online,5.802,0 a 10,Johannes Persson,Terror
Feel the Beat,7.592,0 a 10,Elissa Down,"Comédia, Música, Drama"
Feios,6.063,0 a 10,McG,"Ficção científica, Aventura"
Feitiço da Lua,6.843,0 a 10,Norman Jewison,"Comédia, Drama, Romance"
Feitiço do Rio,5.7,0 a 10,Stanley Donen,"Comédia, Romance"
Feitiço do Tempo,7.61,0 a 10,Harold Ramis,"Romance, Fantasia, Drama, Comédia"
Feito na América,6.88,0 a 10,Doug Liman,"Comédia, Crime, Drama"
Fekete pont,0.0,0 a 10,Bálint Szimler,Drama
Felicidade,7.5,0 a 10,Todd Solondz,"Comédia, Drama"
Feliz Natal,4.0,0 a 10,Christian Carion,"Drama, Guerra, Romance, História"
Feliz Natal Madagascar,6.458,0 a 10,David Soren,"Família, Animação"
Felizes Dezesseis,7.0,0 a 10,Ken Loach,"Crime, Drama"
Felizes Juntos,7.6,0 a 10,Wong Kar-wai,"Drama, Romance"
Felon,7.167,0 a 10,Ric Roman Waugh,"Crime, Drama, Thriller"
"Felpudo, O Cão Feiticeiro",6.2,0 a 10,Charles Barton,"Comédia, Família, Fantasia"
Female Teacher in Rope Hell,4.25,0 a 10,Shōgorō Nishimura,"Drama, Terror"
Femmine infernali,4.5,0 a 10,Edoardo Mulargia,"Aventura, Crime, Thriller"
Fenômenos Paranormais,6.285,0 a 10,Stuart Ortiz,"Thriller, Terror"
Fenômenos Paranormais 2,5.551,0 a 10,John Poliquin,Terror
Feriado Sangrento,6.566,0 a 10,Eli Roth,"Terror, Mistério, Thriller"
Fermo posta Tinto Brass,5.8,0 a 10,Tinto Brass,Comédia
