id,titulo,nota,tipo de nota,diretor,generos
1589,Noryang: Deadly Sea,6.3,0 a 10,Kim Han-min,"Ação, História, Drama, Guerra"
1590,O Encontro de Carl,7.497,0 a 10,Bob Peterson,"Animação, Aventura, Família, Comédia"
1591,Pânico na Floresta 4: Origens Sangrentas,5.71,0 a 10,Declan O'Brien,"Terror, Thriller"
1592,Mulan,7.912,0 a 10,Tony Bancroft,"Animação, Família, Aventura"
1593,Rei Arthur: A Lenda da Espada,6.548,0 a 10,Guy Ritchie,"Ação, Drama, Fantasia"
1594,X-Men: Apocalipse,6.518,0 a 10,Bryan Singer,"Ação, Aventura, Ficção científica, Fantasia"
1595,Maharaja,8.129,0 a 10,Nithilan Saminathan,"Ação, Thriller"
1596,Jurassic World: O Mundo dos Dinossauros,6.691,0 a 10,Colin Trevorrow,"Ação, Aventura, Ficção científica, Thriller"
1597,Exorcismo Sagrado,7.103,0 a 10,Alejandro Hidalgo,"Terror, Crime, Drama, Fantasia"
1598,Infiltrado,7.633,0 a 10,Guy Ritchie,"Crime, Ação, Aventura, Thriller"
1599,Cinderela,7.046,0 a 10,Clyde Geronimi,"Família, Fantasia, Animação, Romance"
1600,Slaughtered Vomit Dolls,4.21,0 a 10,Lucifer Valentine,"Terror, Drama"
1601,O Protetor 2,6.755,0 a 10,Antoine Fuqua,"Ação, Thriller, Crime"
1602,Orion e o Escuro,6.586,0 a 10,Sean Charmatz,"Animação, Família, Comédia, Fantasia"
1603,Círculo de Fogo,6.9,0 a 10,Guillermo del Toro,"Ação, Ficção científica, Aventura"
1604,Bedspacer,3.9,0 a 10,Carlo Obispo,"Thriller, Drama"
1605,Simplesmente Acontece,7.835,0 a 10,Christian Ditter,"Romance, Drama, Comédia"
1606,団鬼六 美教師地獄責め,5.729,0 a 10,Masahito Segawa,"Drama, Thriller, Terror"
1607,Homem-Formiga e a Vespa: Quantumania,6.331,0 a 10,Peyton Reed,"Ação, Aventura, Ficção científica"
1608,O Conde de Monte Cristo,8.4,0 a 10,Alexandre de La Patellière,"Aventura, História, Ação, Drama, Romance, Thriller"
1609,Planeta dos Macacos: O Confronto,7.329,0 a 10,Matt Reeves,"Ficção científica, Ação, Drama, Thriller"
1610,Logan,7.822,0 a 10,James Mangold,"Ação, Drama, Ficção científica"
1611,À Espera de um Milagre,8.507,0 a 10,Frank Darabont,"Fantasia, Drama, Crime"
1612,Covil de Ladrões,6.807,0 a 10,Christian Gudegast,"Ação, Crime, Thriller"
1613,"Thelma, O Unicórnio",7.108,0 a 10,Lynn Wang,"Animação, Fantasia, Família"
1614,Gran Turismo: De Jogador a Corredor,7.828,0 a 10,Neill Blomkamp,"Aventura, Ação, Drama"
1615,La Riffa,6.685,0 a 10,Francesco Laudadio,Drama
1616,Toy Story 4,7.493,0 a 10,Josh Cooley,"Família, Aventura, Animação, Comédia, Fantasia"
1617,A Era do Gelo 2,6.709,0 a 10,Carlos Saldanha,"Animação, Família, Comédia, Aventura"
1618,Uma Noite de Crime,6.262,0 a 10,James DeMonaco,"Ficção científica, Terror, Thriller"
1619,Os Três Mosqueteiros: Milady,6.488,0 a 10,Martin Bourboulon,"Aventura, Ação, Drama"
1620,Era Uma Vez em… Hollywood,7.44,0 a 10,Quentin Tarantino,"Comédia, Drama, Thriller"
1621,Clube da Luta,8.438,0 a 10,David Fincher,Drama
1622,Inatividade Paranormal 2,6.146,0 a 10,Michael Tiddes,"Comédia, Terror"
1623,O Homem de Aço,6.626,0 a 10,Zack Snyder,"Ação, Aventura, Ficção científica"
1624,Batalha Aérea,7.149,0 a 10,Callum Burn,Guerra
1625,Pica-Pau: As Férias no Acampamento,6.517,0 a 10,Jonathan A. Rosenbaum,"Família, Comédia, Animação"
1626,O Primeiro Amor,8.019,0 a 10,Rob Reiner,"Romance, Drama"
1627,Adão Negro,6.9,0 a 10,Jaume Collet-Serra,"Ação, Aventura, Ficção científica"
1628,Carros 3,6.852,0 a 10,Brian Fee,"Família, Animação, Aventura, Comédia"
1629,Godzilla II: Rei dos Monstros,6.705,0 a 10,Michael Dougherty,"Ficção científica, Ação"
1630,鬼滅の刃 兄妹の絆,7.898,0 a 10,Haruo Sotozaki,"Ação, Animação, Fantasia"
1631,Besouro Azul,6.756,0 a 10,Ángel Manuel Soto,"Ação, Ficção científica, Aventura"
1632,Meninas Malvadas,7.211,0 a 10,Mark Waters,"Drama, Comédia"
1633,Malévola,7.093,0 a 10,Robert Stromberg,"Fantasia, Aventura, Ação, Família, Romance"
1634,Me contro Te: Il film - Vacanze in Transilvania,7.192,0 a 10,Gianluca Leuzzi,"Família, Fantasia"
1635,Padre no hay más que uno 4: Campanas de boda,7.278,0 a 10,Santiago Segura,"Família, Comédia"
1636,O Profissional,8.308,0 a 10,Luc Besson,"Crime, Drama, Ação"
1637,Stephane,6.906,0 a 10,Claude Chabrol,"Crime, Drama, Thriller"
1638,Demon Slayer: Mugen Train - O Filme,8.216,0 a 10,Haruo Sotozaki,"Ação, Animação, Aventura, Fantasia, Thriller"
1639,Trem-Bala,7.458,0 a 10,David Leitch,"Ação, Comédia, Thriller"
1640,O Ódio que Você Semeia,8.13,0 a 10,George Tillman Jr.,"Crime, Drama"
1641,O Hobbit: A Desolação de Smaug,7.577,0 a 10,Peter Jackson,"Fantasia, Aventura, Ação"
1642,가슴 큰 여자친구,7.0,0 a 10,Junsei,Romance
1643,Rita,6.0,0 a 10,Jerry Lopez Sineneng,Drama
1644,Carros 2,6.128,0 a 10,John Lasseter,"Animação, Família, Aventura, Comédia"
1645,Terrifier 3,0.0,0 a 10,Damien Leone,"Terror, Thriller, Crime"
1646,Triple Oh!,0.0,0 a 10,Poppy Stockwell,
1647,Histórias Cruzadas,8.211,0 a 10,Tate Taylor,Drama
1648,X: A Marca da Morte,6.746,0 a 10,Ti West,"Terror, Mistério, Thriller"
1649,Funny Birds,6.1,0 a 10,Marco La Via,"Comédia, Drama"
1650,O Exterminador do Futuro,7.66,0 a 10,James Cameron,"Ação, Thriller, Ficção científica"
1651,Kung Fu Panda 3,6.913,0 a 10,Jennifer Yuh Nelson,"Ação, Aventura, Animação, Comédia, Família"
1652,Tiozões,6.215,0 a 10,Bill Burr,Comédia
1653,名探偵コナン 100万ドルの五稜星（みちしるべ）,6.5,0 a 10,Chika Nagaoka,"Animação, Crime, Mistério, Ação"
1654,Scarface,8.167,0 a 10,Brian De Palma,"Ação, Crime, Drama"
1655,Meteoro: A Fuga,5.479,0 a 10,Brett Bentman,"Ficção científica, Thriller"
1656,Danificado,5.7,0 a 10,Terry McDonough,"Ação, Drama, Thriller, Crime"
1657,The Dead Don't Hurt,6.402,0 a 10,Viggo Mortensen,"Faroeste, Drama, Romance"
1658,Lilo & Stitch,7.5,0 a 10,Chris Sanders,"Animação, Família"
1659,Gênio Indomável,8.158,0 a 10,Gus Van Sant,Drama
1660,Rebel Moon - Parte 1: A Menina do Fogo,6.334,0 a 10,Zack Snyder,"Ficção científica, Drama, Ação"
1661,O Grinch,6.8,0 a 10,Ron Howard,"Família, Comédia, Fantasia"
1662,As Tartarugas Ninja,5.92,0 a 10,Jonathan Liebesman,"Ficção científica, Ação, Aventura, Comédia"
1663,Kung Fu Panda 2,7.031,0 a 10,Jennifer Yuh Nelson,"Animação, Família, Comédia"
1664,Thor: Ragnarok,7.591,0 a 10,Taika Waititi,"Ação, Aventura, Ficção científica"
1665,A Dama e o Vagabundo,7.121,0 a 10,Hamilton Luske,"Família, Animação, Romance"
1666,O Grande Gatsby,7.366,0 a 10,Baz Luhrmann,"Drama, Romance"
1667,Real Gangsters,2.8,0 a 10,Frank D'Angelo,"Drama, Crime"
1668,Garota Exemplar,7.894,0 a 10,David Fincher,"Mistério, Thriller, Drama"
1669,Jogos Vorazes: Em Chamas,7.427,0 a 10,Francis Lawrence,"Aventura, Ação, Ficção científica"
1670,Meu Malvado Favorito 2,6.93,0 a 10,Chris Renaud,"Animação, Comédia, Família"
1671,A Hora do Rush,7.049,0 a 10,Brett Ratner,"Ação, Comédia, Crime"
1672,O Último Suspiro,6.438,0 a 10,Joachim Hedén,"Thriller, Terror"
1673,Lift: Roubo nas Alturas,6.509,0 a 10,F. Gary Gray,"Ação, Comédia, Crime"
1674,Sniper Americano,7.428,0 a 10,Clint Eastwood,"Guerra, Ação"
1675,Guerra Mundial Z,6.817,0 a 10,Marc Forster,"Ação, Terror, Ficção científica, Thriller"
1676,A Garota de Miller,6.749,0 a 10,Jade Halley Bartlett,"Thriller, Comédia, Drama"
1677,Whiplash: Em Busca da Perfeição,8.4,0 a 10,Damien Chazelle,"Drama, Música"
1678,Star Wars: O Despertar da Força,7.275,0 a 10,J.J. Abrams,"Aventura, Ação, Ficção científica"
1679,Resident Evil: Bem-Vindo a Raccoon City,5.969,0 a 10,Johannes Roberts,"Terror, Ficção científica, Ação"
1680,Hercules,5.775,0 a 10,Brett Ratner,"Ação, Aventura"
1681,Uma Noite no Museu 3: O Segredo da Tumba,6.221,0 a 10,Shawn Levy,"Aventura, Comédia, Fantasia, Família"
1682,O Rei Leão II: O Reino de Simba,7.0,0 a 10,Darrell Rooney,"Família, Aventura, Animação, Ação"
1683,Remanescentes: Esquecidos por Deus,6.085,0 a 10,Casey La Scala,"Thriller, Terror"
1684,Madagascar,6.91,0 a 10,Eric Darnell,"Família, Animação, Aventura, Comédia"
1685,Jumanji: Próxima Fase,6.908,0 a 10,Jake Kasdan,"Aventura, Comédia, Fantasia"
1686,Quitter la nuit,6.423,0 a 10,Delphine Girard,Drama
1687,Top Gunner: Zona de Perigo,5.914,0 a 10,Glenn Miller,"Ação, Thriller"
1688,Homem-Formiga e a Vespa,6.933,0 a 10,Peyton Reed,"Ação, Aventura, Ficção científica"
1689,Missão: Impossível - Nação Secreta,7.206,0 a 10,Christopher McQuarrie,"Ação, Aventura"
1690,Os Incríveis,7.709,0 a 10,Brad Bird,"Ação, Aventura, Animação, Família"
1691,O Massacre da Serra Elétrica,7.286,0 a 10,Tobe Hooper,Terror
1692,Um Laço de Amor,8.037,0 a 10,Marc Webb,"Drama, Comédia"
1693,Homem de Ferro 3,6.929,0 a 10,Shane Black,"Ação, Aventura, Ficção científica"
1694,La reina del convento,0.0,0 a 10,Carmen Perona,Comédia
1695,No Limite do Amanhã,7.624,0 a 10,Doug Liman,"Ação, Ficção científica"
1696,Uranus 2324,6.2,0 a 10,Thanadol Nuansut,"Romance, Drama, Ficção científica"
1697,Ursinho Pooh: Sangue e Mel 2,6.4,0 a 10,Rhys Frake-Waterfield,"Terror, Thriller"
1698,City Hunter,6.546,0 a 10,Yuichi Satoh,Ação
1699,Nascido Para Matar,8.132,0 a 10,Stanley Kubrick,"Drama, Guerra"
1700,Família do Bagulho,6.829,0 a 10,Rawson Marshall Thurber,"Comédia, Crime"
1701,After: Para Sempre,7.0,0 a 10,Castille Landon,"Romance, Drama"
1702,Um Lugar Silencioso,7.404,0 a 10,John Krasinski,"Terror, Drama, Ficção científica"
1703,Uma Noite Alucinante: A Morte do Demônio,7.294,0 a 10,Sam Raimi,Terror
1704,Pânico VI,7.04,0 a 10,Matt Bettinelli-Olpin,"Terror, Crime, Thriller"
1705,Creed III,7.124,0 a 10,Michael B. Jordan,"Drama, Ação"
1706,IT: Capítulo Dois,6.846,0 a 10,Andy Muschietti,"Terror, Drama, Fantasia"
1707,Argylle: O Superespião,6.1,0 a 10,Matthew Vaughn,"Ação, Aventura, Comédia"
1708,Anaconda 2: A Caçada pela Orquídea Sangrenta,5.455,0 a 10,Dwight H. Little,"Aventura, Ação, Terror"
1709,Terremoto: A Falha de San Andreas,6.245,0 a 10,Brad Peyton,"Ação, Drama, Thriller"
1710,Taylor Swift - The Eras Tour,8.386,0 a 10,Sam Wrench,Música
1711,가슴 큰 울 엄마,6.0,0 a 10,Lee Dong-Joon,"Drama, Romance"
1712,Ilha do Medo,8.203,0 a 10,Martin Scorsese,"Drama, Thriller, Mistério"
1713,A aventura de ARI: meu amigo robô,6.962,0 a 10,Stephen Shimek,"Família, Ficção científica"
1714,Viúva Negra,7.241,0 a 10,Cate Shortland,"Ação, Aventura, Ficção científica"
1715,Uhaw,0.0,0 a 10,Bobby Bonifacio,Drama
1716,A Era do Gelo: O Big Bang,6.099,0 a 10,Mike Thurmeier,"Aventura, Animação, Família, Comédia"
1717,Upgrade: As Cores do Amor,7.3,0 a 10,Carlson Young,"Romance, Comédia"
1718,Som da Liberdade,8.008,0 a 10,Alejandro Monteverde,"Ação, Drama"
1719,Crônicas Sexuais de uma Família Francesa,5.341,0 a 10,Jean-Marc Barr,"Comédia, Drama, Romance"
1720,Indiana Jones e o Reino da Caveira de Cristal,6.011,0 a 10,Steven Spielberg,"Aventura, Ação"
1721,Madagascar 2: A Grande Escapada,6.513,0 a 10,Tom McGrath,"Família, Aventura, Animação, Comédia"
1722,Sing 2,7.867,0 a 10,Garth Jennings,"Animação, Família, Música, Comédia"
1723,Uncharted: Fora do Mapa,6.943,0 a 10,Ruben Fleischer,"Ação, Aventura"
1724,Como Treinar o seu Dragão 2,7.675,0 a 10,Dean DeBlois,"Fantasia, Ação, Aventura, Animação, Comédia, Família"
1725,동창회의 목적 2,5.1,0 a 10,Seung Woo Jin,"Drama, Romance"
1726,Homem ao Mar,6.658,0 a 10,Rob Greenberg,"Romance, Comédia"
1727,O Curioso Caso de Benjamin Button,7.588,0 a 10,David Fincher,"Drama, Fantasia, Romance"
1728,Anjos da Noite: Guerras de Sangue,5.9,0 a 10,Anna Foerster,"Fantasia, Ação, Aventura, Thriller"
1729,Megalópolis,4.0,0 a 10,Francis Ford Coppola,"Drama, Ficção científica"
1730,Os Infalíveis,6.317,0 a 10,Frédéric Forestier,"Comédia, Ação"
1731,Free Guy: Assumindo o Controle,7.502,0 a 10,Shawn Levy,"Comédia, Aventura, Ficção científica"
1732,Prometheus,6.563,0 a 10,Ridley Scott,"Ficção científica, Aventura, Mistério"
1733,Irena's Vow,6.8,0 a 10,Louise Archambault,"Guerra, Drama"
1734,Frozen 2,7.259,0 a 10,Jennifer Lee,"Família, Animação, Aventura, Comédia, Fantasia"
1735,Os Oito Odiados,7.753,0 a 10,Quentin Tarantino,"Drama, Mistério, Faroeste"
1736,కల్కి 2898-ఎ.డి,6.4,0 a 10,Nag Ashwin,"Drama, Ação, Fantasia, Ficção científica"
1737,盤絲洞,5.6,0 a 10,Ho Meng-Hua,"Ação, Fantasia, Aventura, Música"
1738,Tudo em Família,5.891,0 a 10,Richard LaGravenese,"Romance, Comédia"
1739,A Freira,5.894,0 a 10,Corin Hardy,Terror
1740,xXx: Reativado,6.133,0 a 10,D. J. Caruso,"Ação, Aventura, Crime"
1741,Busca Implacável,7.393,0 a 10,Pierre Morel,"Ação, Thriller"
1742,角頭－大橋頭,0.0,0 a 10,Jui-Chih Chiang,"Crime, Ação"
1743,Skal: Fight for Survival,5.411,0 a 10,Benjamin Cappelletti,"Ação, Terror, Comédia, Thriller"
1744,Acima das Linhas Inimigas,5.42,0 a 10,Callum Burn,"Guerra, Ação, História"
1745,"Vermelho, Branco e Sangue Azul",7.999,0 a 10,Matthew López,"Comédia, Romance"
1746,Valente,7.02,0 a 10,Mark Andrews,"Animação, Aventura, Comédia, Família, Ação, Fantasia"
1747,A Saga Crepúsculo: Eclipse,6.206,0 a 10,David Slade,"Aventura, Fantasia, Drama, Romance"
1748,O Poço 2,0.0,0 a 10,Galder Gaztelu-Urrutia,"Thriller, Terror"
1749,Goyo,6.698,0 a 10,Marcos Carnevale,"Drama, Romance, Comédia"
1750,Hotel Transilvânia 2,6.777,0 a 10,Genndy Tartakovsky,"Animação, Comédia, Família, Fantasia"
1751,Amor de Aluguel,7.342,0 a 10,Troy Byer,"Comédia, Drama, Família, Romance"
1752,A Saga Crepúsculo: Amanhecer - Parte 1,6.199,0 a 10,Bill Condon,"Aventura, Fantasia, Romance"
1753,Busca Implacável 3,6.256,0 a 10,Olivier Megaton,"Thriller, Ação"
1754,Avengers: Doomsday,0.0,0 a 10,Joe Russo,Ficção científica
1755,Code 8: Renegados - Parte II,6.4,0 a 10,Jeff Chan,"Ficção científica, Ação, Crime"
1756,Sem Remorso,6.98,0 a 10,Stefano Sollima,"Ação, Thriller, Guerra"
1757,Cidade de Deus,8.426,0 a 10,Fernando Meirelles,"Drama, Crime"
1758,O Resgate do Soldado Ryan,8.218,0 a 10,Steven Spielberg,"Drama, História, Guerra"
1759,Wallbanger,6.0,0 a 10,Tosca Musk,"Comédia, Romance"
1760,Os Simpsons: O Filme,7.011,0 a 10,David Silverman,"Animação, Comédia, Família"
1761,O Grinch,6.9,0 a 10,Yarrow Cheney,"Animação, Família, Comédia, Fantasia"
1762,Batman vs Superman: A Origem da Justiça,5.97,0 a 10,Zack Snyder,"Ação, Aventura, Fantasia"
1763,Eu Sou a Lenda,7.208,0 a 10,Francis Lawrence,"Drama, Ficção científica, Thriller"
1764,Luck,7.784,0 a 10,Peggy Holmes,"Animação, Aventura, Comédia, Fantasia"
1765,A Era do Gelo: As Aventuras de Buck,6.621,0 a 10,John C. Donkin,"Animação, Comédia, Aventura, Família"
1766,O Castelo Animado,8.4,0 a 10,Hayao Miyazaki,"Fantasia, Animação, Aventura"
1767,Brilho Eterno de uma Mente sem Lembranças,8.102,0 a 10,Michel Gondry,"Ficção científica, Drama, Romance"
1768,Fronteira Sombria,6.25,0 a 10,Edwin,"Thriller, Crime, Mistério"
1769,Paixão Sem Limites,7.723,0 a 10,Fernando González Molina,"Romance, Drama"
1770,O Exterminador do Futuro: Gênesis,5.938,0 a 10,Alan Taylor,"Ficção científica, Ação, Thriller, Aventura"
1771,Godzilla vs. Kong,7.602,0 a 10,Adam Wingard,"Ação, Ficção científica, Aventura"
1772,A Primeira Noite de Crime,5.999,0 a 10,Gerard McMurray,"Terror, Ação, Thriller"
1773,Os Bons Companheiros,8.5,0 a 10,Martin Scorsese,"Drama, Crime"
1774,O Corvo: A Cidade dos Anjos,5.53,0 a 10,Tim Pope,"Ação, Fantasia, Thriller"
1775,Os Incríveis 2,7.465,0 a 10,Brad Bird,"Ação, Aventura, Animação, Família"
1776,O Retorno da Múmia,6.374,0 a 10,Stephen Sommers,"Aventura, Ação, Fantasia"
1777,동창회의 목적: 더 비기닝,8.5,0 a 10,Diretor não encontrado,"Comédia, Romance"
1778,Irmão Urso,7.271,0 a 10,Aaron Blaise,"Aventura, Animação, Família"
1779,V de Víctor,7.167,0 a 10,Frank Ariza,Comédia
1780,Katt Williams: Woke Foke,5.962,0 a 10,Troy Miller,"Comédia, Documentário, Cinema TV"
1781,Garfield - O Filme,5.719,0 a 10,Peter Hewitt,"Animação, Comédia, Família"
1782,Divergente,6.917,0 a 10,Neil Burger,"Ação, Aventura, Ficção científica"
1783,A Bruxa de Blair,6.336,0 a 10,Daniel Myrick,"Terror, Mistério"
1784,Kingsman: Serviço Secreto,7.635,0 a 10,Matthew Vaughn,"Crime, Comédia, Ação, Aventura"
1785,Indiana Jones e a Última Cruzada,7.849,0 a 10,Steven Spielberg,"Aventura, Ação"
1786,Desce?,6.9,0 a 10,Daniel Stamm,"Terror, Thriller, Cinema TV"
1787,Doutor Estranho,7.425,0 a 10,Scott Derrickson,"Ação, Aventura, Fantasia"
1788,西廂艷譚,5.5,0 a 10,Lam Yee Hung,"História, Romance"
1789,Meu Amigo Robô,8.104,0 a 10,Pablo Berger,"Animação, Drama, Comédia, Ficção científica"
1790,A Vida em um Ano,8.258,0 a 10,Mitja Okorn,"Drama, Romance"
1791,Annie,6.2,0 a 10,Will Gluck,"Comédia, Drama, Família"
1792,A Saga Crepúsculo: Amanhecer - Parte 2,6.462,0 a 10,Bill Condon,"Aventura, Fantasia, Drama, Romance"
1793,Resistência,7.11,0 a 10,Gareth Edwards,"Ação, Aventura, Ficção científica"
1794,A Família Addams 2,6.971,0 a 10,Barry Sonnenfeld,"Comédia, Família, Fantasia"
1795,肉体の門,5.857,0 a 10,Hideo Gosha,Drama
1796,Luca,7.822,0 a 10,Enrico Casarosa,"Animação, Comédia, Fantasia, Aventura, Família"
1797,Seven: Os Sete Crimes Capitais,8.375,0 a 10,David Fincher,"Crime, Mistério, Thriller"
1798,O Poço,6.988,0 a 10,Galder Gaztelu-Urrutia,"Drama, Ficção científica, Thriller"
1799,Em Ruínas,6.717,0 a 10,Heo Myeong-haeng,"Ficção científica, Ação"
1800,Boyka: O Imbatível,7.148,0 a 10,Todor Chapkanov,"Ação, Drama"
1801,O segredo da minha cunhada,7.3,0 a 10,Choi Jae-hoo,Romance
1802,Os Croods 2: Uma Nova Era,7.486,0 a 10,Joel Crawford,"Animação, Família, Aventura, Fantasia, Comédia"
1803,Debi & Lóide 2,5.563,0 a 10,Bobby Farrelly,Comédia
1804,Cães de Guerra,5.781,0 a 10,Isaac Florentine,"Ação, Crime, Thriller"
1805,맛있는 비행,4.2,0 a 10,Choi Sang-hoon,Romance
1806,O Incrível Hulk,6.211,0 a 10,Louis Leterrier,"Ficção científica, Ação, Aventura"
1807,Viagem Entre Estranhos,6.177,0 a 10,Hugo Martín Cuervo,Comédia
1808,Gladiador 2,0.0,0 a 10,Ridley Scott,"Ação, Aventura"
1809,Desafio no Bronx,7.865,0 a 10,Robert De Niro,"Drama, Crime"
1810,Tatami,8.15,0 a 10,Guy Nattiv,"Thriller, Drama, Mistério"
1811,Ninfomaniaca: Volume 2,6.735,0 a 10,Lars von Trier,"Drama, Mistério"
1812,O Lorax: Em Busca da Trúfula Perdida,6.494,0 a 10,Chris Renaud,"Animação, Família"
1813,Torturada Pelo Próprio Pai,7.684,0 a 10,Elisabeth Röhm,"Thriller, Crime, Cinema TV"
1814,Caminhos Cruzados,7.833,0 a 10,Levan Akın,Drama
1815,Operação Cupido,7.2,0 a 10,Nancy Meyers,"Comédia, Família, Romance"
1816,You Shall Not Sleep Tonight,8.571,0 a 10,Hervé Freiburger,"Terror, Thriller"
1817,Nice Girls,5.284,0 a 10,Noémie Saglio,"Comédia, Crime, Ação"
1818,À Procura da Felicidade,7.901,0 a 10,Gabriele Muccino,Drama
1819,Encontro Marcado,7.34,0 a 10,Martin Brest,"Fantasia, Drama, Romance"
1820,Hércules,7.507,0 a 10,Ron Clements,"Animação, Família, Fantasia, Aventura, Comédia, Romance"
1821,Destinos à Deriva,7.409,0 a 10,Albert Pintó,"Thriller, Drama"
1822,Prenda-Me se For Capaz,7.977,0 a 10,Steven Spielberg,"Drama, Crime"
1823,E N V O Y,6.46,0 a 10,David Weinstein,Ficção científica
1824,Animais Fantásticos: Os Crimes de Grindelwald,6.856,0 a 10,David Yates,"Fantasia, Aventura"
1825,Os Pinguins de Madagascar: O Filme,6.532,0 a 10,Simon J. Smith,"Família, Animação, Aventura, Comédia"
1826,O Bom Dinossauro,6.7,0 a 10,Peter Sohn,"Aventura, Animação, Família"
1827,封神第二部：魔道争锋,0.0,0 a 10,Wuershan,"Ação, Fantasia, Guerra, Aventura"
1828,Nada de Novo no Front,7.732,0 a 10,Edward Berger,"Drama, Guerra, Ação"
1829,New Life,6.167,0 a 10,John Rosman,"Terror, Thriller, Mistério, Ficção científica"
1830,Os Caras Malvados: Um Natal do Mal,6.6,0 a 10,Bret Haaland,"Animação, Comédia, Família, Ação"
1831,2012,5.843,0 a 10,Roland Emmerich,"Ação, Aventura, Ficção científica"
1832,Pantera Negra,7.384,0 a 10,Ryan Coogler,"Ação, Aventura, Ficção científica"
1833,Monstro,7.982,0 a 10,Hirokazu Kore-eda,"Mistério, Thriller, Drama"
1834,Watchmen: O Filme,7.337,0 a 10,Zack Snyder,"Mistério, Ação, Ficção científica"
1835,The Deep Dark,5.607,0 a 10,Mathieu Turi,"Aventura, Terror, Drama"
1836,O Gigante de Ferro,7.9,0 a 10,Brad Bird,"Família, Animação, Ficção científica, Aventura"
1837,Terra à Deriva 2,7.225,0 a 10,Frant Gwo,Ficção científica
1838,Capitão América: O Primeiro Vingador,7.002,0 a 10,Joe Johnston,"Ação, Aventura, Ficção científica"
1839,(500) Dias com Ela,7.3,0 a 10,Marc Webb,"Comédia, Drama, Romance"
1840,L.E.T.H.A.L. Ladies: Return to Savage Beach,6.087,0 a 10,Andy Sidaris,"Ação, Thriller"
1841,Black Clover: A Espada do Rei Mago,8.147,0 a 10,Ayataka Tanemura,"Animação, Fantasia, Ação, Aventura"
1842,Alien: A Ressurreição,6.152,0 a 10,Jean-Pierre Jeunet,"Ficção científica, Terror, Ação"
1843,Mavka: Aventura na Floresta,7.239,0 a 10,Oleg Malamuzh,"Animação, Aventura, Família, Fantasia"
1844,After: Depois da Promessa,6.801,0 a 10,Castille Landon,"Romance, Drama"
1845,Tá Chovendo Hambúrguer,6.626,0 a 10,Christopher Miller,"Animação, Comédia, Família"
1846,Kung Fu Panda,7.289,0 a 10,Mark Osborne,"Ação, Aventura, Animação, Família, Comédia"
1847,A Carne,5.413,0 a 10,Marco Ferreri,"Drama, Romance"
1848,65: Ameaça Pré-Histórica,5.995,0 a 10,Bryan Woods,"Ação, Aventura, Ficção científica"
